IdVenda,DataMovimentacao,NomeLocal,IdMercadoria,NomeMercadoria,Grupo,Receita,Custo,Qtde.
20963106,11/30/2024,LOJA A,1927,Produto 807,Grupo 2,"R$ 3,00","R$ 1,73",1
20963106,11/30/2024,LOJA A,1971,Produto 1505,Grupo 2,"R$ 14,98","R$ 8,67",3
20963106,11/30/2024,LOJA A,1419,Produto 4413,Grupo 5,"R$ 3,00","R$ 1,90",1
20963111,11/30/2024,LOJA B,3095,Produto 3,Grupo 3,"R$ 5,67","R$ 3,16",2
20963145,11/30/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 10,00","R$ 7,74",3
20963192,12/1/2024,LOJA B,54,Produto 36496,Grupo 5,"R$ 8,00","R$ 5,59",2
20963192,12/1/2024,LOJA B,1989,Produto 112,Grupo 4,"R$ 6,67","R$ 6,03",1
20963192,12/1/2024,LOJA B,98,Produto 53,Grupo 4,"R$ 1,66","R$ 1,31",1
20963209,12/1/2024,LOJA B,120,Produto 325,Grupo 3,"R$ 5,66","R$ 3,06",1
20963242,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 8,50","R$ 8,03",2
20963242,12/1/2024,LOJA B,1317,Produto 281,Grupo 6,"R$ 3,17","R$ 1,99",1
20963259,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 19,98","R$ 12,24",3
20963264,12/1/2024,LOJA A,1834,Produto 20,Grupo 3,"R$ 6,66","R$ 4,08",2
20963264,12/1/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20963264,12/1/2024,LOJA A,7591,Produto 27143,Grupo 1,"R$ 3,66","R$ 1,61",1
20963287,12/1/2024,LOJA A,3117,Produto 128,Grupo 4,"R$ 4,83","R$ 4,57",1
20963289,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20963314,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20963318,12/1/2024,LOJA A,1313,Produto 457,Grupo 1,"R$ 3,50","R$ 1,93",3
20963323,12/1/2024,LOJA B,6287,Produto 160,Grupo 10,"R$ 1,50","R$ 0,73",1
20963323,12/1/2024,LOJA B,1906,Produto 44,Grupo 5,"R$ 0,83","R$ 0,40",1
20963344,12/1/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
20963344,12/1/2024,LOJA B,3095,Produto 3,Grupo 3,"R$ 5,67","R$ 3,16",2
20963370,12/1/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,58",1
20963370,12/1/2024,LOJA B,3095,Produto 3,Grupo 3,"R$ 2,83","R$ 1,58",1
20963370,12/1/2024,LOJA B,1797,Produto 990,Grupo 5,"R$ 1,17","R$ 0,64",1
20963370,12/1/2024,LOJA B,3042,Produto 1165,Grupo 16,"R$ 1,16","R$ 0,76",1
20963370,12/1/2024,LOJA B,1470,Produto 323,Grupo 16,"R$ 2,66","R$ 1,97",1
20963397,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20963427,12/1/2024,LOJA A,131,Produto 781,Grupo 3,"R$ 5,67","R$ 2,99",2
20963427,12/1/2024,LOJA A,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,87",1
20963429,12/1/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 2,00","R$ 1,05",1
20963433,12/1/2024,LOJA B,298,Produto 109,Grupo 4,"R$ 7,33","R$ 6,93",2
20963457,12/1/2024,LOJA B,10236,Produto 452,Grupo 4,"R$ 3,17","R$ 2,99",1
20963462,12/1/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20963483,12/1/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20963515,12/1/2024,LOJA A,138,Produto 42,Grupo 3,"R$ 3,33","R$ 2,08",1
20963516,12/1/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20963584,12/1/2024,LOJA B,1080,Produto 117,Grupo 5,"R$ 3,66","R$ 2,15",1
20963584,12/1/2024,LOJA B,112,Produto 595,Grupo 3,"R$ 3,66","R$ 2,00",1
20963607,12/1/2024,LOJA B,2172,Produto 552,Grupo 6,"R$ 1,33","R$ 0,83",1
20963668,12/1/2024,LOJA B,1517,Produto 91,Grupo 10,"R$ 2,17","R$ 1,26",1
20963668,12/1/2024,LOJA B,6322,Produto 1787,Grupo 5,"R$ 3,00","R$ 1,99",1
20963670,12/1/2024,LOJA B,1440,Produto 359,Grupo 18,"R$ 5,33","R$ 2,71",1
20963809,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20964001,12/1/2024,LOJA B,1637,Produto 60,Grupo 4,"R$ 2,67","R$ 2,47",1
20964001,12/1/2024,LOJA B,9551,Produto 1109,Grupo 1,"R$ 1,83","R$ 1,08",1
20964002,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20964004,12/1/2024,LOJA A,138,Produto 42,Grupo 3,"R$ 3,33","R$ 2,08",1
20964004,12/1/2024,LOJA A,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,87",1
20964056,12/1/2024,LOJA A,1990,Produto 439,Grupo 3,"R$ 3,33","R$ 2,87",1
20964056,12/1/2024,LOJA A,7309,Produto 152,Grupo 6,"R$ 0,83","R$ 0,44",1
20964056,12/1/2024,LOJA A,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,11",1
20964061,12/1/2024,LOJA B,132,Produto 779,Grupo 3,"R$ 2,00","R$ 1,27",1
20964061,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20964063,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 42,50","R$ 40,14",5
20964111,12/1/2024,LOJA A,10230,Produto 477,Grupo 10,"R$ 2,00","R$ 0,81",1
20964179,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20964186,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
20964190,12/1/2024,LOJA A,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,11",1
20964249,12/1/2024,LOJA A,1826,Produto 474,Grupo 2,"R$ 4,00","R$ 2,34",1
20964249,12/1/2024,LOJA A,3195,Produto 579,Grupo 3,"R$ 3,66","R$ 2,00",1
20964252,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 6,66","R$ 4,08",2
20964252,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20964282,12/1/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 2,00","R$ 1,05",1
20964288,12/1/2024,LOJA A,7453,Produto 340,Grupo 16,"R$ 1,33","R$ 1,17",1
20964293,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20964356,12/1/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,33","R$ 0,28",1
20964356,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20964356,12/1/2024,LOJA B,1470,Produto 323,Grupo 16,"R$ 2,66","R$ 1,97",1
20964360,12/1/2024,LOJA A,5129,Produto 273,Grupo 5,"R$ 1,17","R$ 0,63",1
20964370,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20964402,12/1/2024,LOJA B,3124,Produto 18,Grupo 3,"R$ 2,17","R$ 1,28",1
20964407,12/1/2024,LOJA B,1317,Produto 281,Grupo 6,"R$ 3,17","R$ 1,99",1
20964410,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
20964412,12/1/2024,LOJA B,9188,Produto 328,Grupo 3,"R$ 3,00","R$ 1,65",1
20964414,12/1/2024,LOJA A,9718,Produto 178,Grupo 10,"R$ 1,00","R$ 0,29",1
20964461,12/1/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 10,00","R$ 7,74",3
20964461,12/1/2024,LOJA B,2063,Produto 182,Grupo 5,"R$ 1,17","R$ 0,54",1
20964461,12/1/2024,LOJA B,1908,Produto 483,Grupo 5,"R$ 1,17","R$ 0,59",1
20964508,12/1/2024,LOJA A,334,Produto 108,Grupo 5,"R$ 0,83","R$ 0,40",1
20964512,12/1/2024,LOJA B,3268,Produto 16,Grupo 4,"R$ 4,67","R$ 4,33",1
20964516,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20964543,12/1/2024,LOJA B,8263,Produto 502,Grupo 3,"R$ 3,33","R$ 1,97",1
20964543,12/1/2024,LOJA B,128,Produto 9,Grupo 3,"R$ 3,33","R$ 1,73",2
20964551,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 9,99","R$ 6,12",3
20964571,12/1/2024,LOJA B,3095,Produto 3,Grupo 3,"R$ 2,83","R$ 1,58",1
20964571,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 8,50","R$ 8,03",2
20964579,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20964597,12/1/2024,LOJA B,1971,Produto 1505,Grupo 2,"R$ 3,00","R$ 1,73",1
20964597,12/1/2024,LOJA B,9010,Produto 17333,Grupo 2,"R$ 8,33","R$ 4,89",1
20964597,12/1/2024,LOJA B,239,Produto 1829,Grupo 6,"R$ 4,17","R$ 2,71",1
20964600,12/1/2024,LOJA B,132,Produto 779,Grupo 3,"R$ 2,00","R$ 1,27",1
20964605,12/1/2024,LOJA A,448,Produto 929,Grupo 5,"R$ 0,67","R$ 1,07",1
20964605,12/1/2024,LOJA A,144,Produto 159,Grupo 13,"R$ 0,48","R$ 0,23",1
20964605,12/1/2024,LOJA A,3243,Produto 123,Grupo 13,"R$ 0,85","R$ 0,97",1
20964622,12/1/2024,LOJA B,116,Produto 253,Grupo 18,"R$ 12,99","R$ 7,27",3
20964625,12/1/2024,LOJA B,1440,Produto 359,Grupo 18,"R$ 5,33","R$ 2,71",1
20964628,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 9,00","R$ 5,03",2
20964629,12/1/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20964629,12/1/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20964642,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
20964645,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20964650,12/1/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 12,75","R$ 12,04",3
20964653,12/1/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20964654,12/1/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 5,16",2
20964677,12/1/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 4,67","R$ 4,41",2
20964679,12/1/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 7,00","R$ 6,61",3
20964683,12/1/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20964702,12/1/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 2,00","R$ 1,05",1
20964705,12/1/2024,LOJA B,1917,Produto 313,Grupo 5,"R$ 1,17","R$ 0,59",1
20964705,12/1/2024,LOJA B,9718,Produto 178,Grupo 10,"R$ 1,00","R$ 0,36",1
20964710,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 6,66","R$ 4,08",2
20964733,12/1/2024,LOJA B,1934,Produto 1321,Grupo 3,"R$ 2,00","R$ 1,28",1
20964733,12/1/2024,LOJA B,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20964733,12/1/2024,LOJA B,1851,Produto 1906,Grupo 5,"R$ 0,83","R$ 0,45",1
20964734,12/1/2024,LOJA A,9572,Produto 2657,Grupo 4,"R$ 8,50","R$ 8,03",2
20964734,12/1/2024,LOJA A,1317,Produto 281,Grupo 6,"R$ 3,17","R$ 2,05",1
20964753,12/1/2024,LOJA B,98,Produto 53,Grupo 4,"R$ 1,66","R$ 1,31",1
20964755,12/1/2024,LOJA B,451,Produto 34,Grupo 3,"R$ 3,99","R$ 2,13",3
20964758,12/1/2024,LOJA B,8908,Produto 411,Grupo 3,"R$ 2,66","R$ 1,55",1
20964759,12/1/2024,LOJA A,2172,Produto 552,Grupo 6,"R$ 1,33","R$ 0,83",1
20964759,12/1/2024,LOJA A,9650,Produto 20223,Grupo 1,"R$ 2,17","R$ 1,13",1
20964780,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20964783,12/1/2024,LOJA A,1743,Produto 237,Grupo 6,"R$ 0,83","R$ 0,47",1
20964807,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 6,66","R$ 4,08",2
20964825,12/1/2024,LOJA A,72,Produto 13,Grupo 6,"R$ 3,17","R$ 2,12",1
20964833,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 7,00","R$ 4,08",2
20964833,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20964855,12/1/2024,LOJA A,144,Produto 159,Grupo 13,"R$ 1,33","R$ 0,23",1
20964861,12/1/2024,LOJA B,1971,Produto 1505,Grupo 2,"R$ 3,00","R$ 1,73",1
20964906,12/1/2024,LOJA A,1797,Produto 990,Grupo 5,"R$ 2,33","R$ 1,39",2
20964906,12/1/2024,LOJA A,3117,Produto 128,Grupo 4,"R$ 9,67","R$ 9,13",2
20964977,12/1/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20964977,12/1/2024,LOJA A,4548,Produto 22,Grupo 4,"R$ 3,83","R$ 3,62",1
20964977,12/1/2024,LOJA A,4885,Produto 1461,Grupo 5,"R$ 1,17","R$ 0,59",1
20965021,12/1/2024,LOJA A,4102,Produto 19723,Grupo 5,"R$ 0,83","R$ 0,34",1
20965021,12/1/2024,LOJA A,10705,Produto 5634,Grupo 1,"R$ 5,67","R$ 2,78",2
20965021,12/1/2024,LOJA A,119,Produto 92,Grupo 11,"R$ 4,00","R$ 1,67",2
20965042,12/1/2024,LOJA A,8686,Produto 643,Grupo 1,"R$ 1,50","R$ 0,60",1
20965082,12/1/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 2,00","R$ 1,05",1
20965082,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20965087,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 6,66","R$ 4,08",2
20965105,12/1/2024,LOJA B,130,Produto 41,Grupo 3,"R$ 3,00","R$ 1,66",1
20965109,12/1/2024,LOJA B,334,Produto 108,Grupo 5,"R$ 1,67","R$ 0,79",2
20965135,12/1/2024,LOJA A,1876,Produto 889,Grupo 4,"R$ 3,66","R$ 0,93",1
20965154,12/1/2024,LOJA B,1430,Produto 755,Grupo 1,"R$ 2,33","R$ 1,36",1
20965157,12/1/2024,LOJA B,128,Produto 9,Grupo 3,"R$ 9,98","R$ 5,20",3
20965157,12/1/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,83","R$ 4,57",1
20965196,12/1/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 3,00","R$ 1,63",1
20965197,12/1/2024,LOJA A,120,Produto 325,Grupo 3,"R$ 5,50","R$ 2,86",1
20965197,12/1/2024,LOJA A,137,Produto 93,Grupo 7,"R$ 2,67","R$ 1,50",1
20965217,12/1/2024,LOJA A,10642,Produto 15634,Grupo 3,"R$ 9,99","R$ 5,75",3
20965236,12/1/2024,LOJA A,2235,Produto 252,Grupo 6,"R$ 2,66","R$ 1,25",1
20965238,12/1/2024,LOJA B,1990,Produto 439,Grupo 3,"R$ 6,67","R$ 5,16",2
20965256,12/1/2024,LOJA B,8600,Produto 385,Grupo 6,"R$ 2,00","R$ 1,16",1
20965259,12/1/2024,LOJA A,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,55",1
20965259,12/1/2024,LOJA A,6287,Produto 160,Grupo 10,"R$ 1,50","R$ 0,60",1
20965259,12/1/2024,LOJA A,1783,Produto 306,Grupo 5,"R$ 1,17","R$ 0,70",1
20965314,12/1/2024,LOJA A,1180,Produto 736,Grupo 3,"R$ 3,67","R$ 1,99",2
20965331,12/1/2024,LOJA B,9419,Produto 1968,Grupo 13,"R$ 1,33","R$ 0,24",1
20965333,12/1/2024,LOJA A,237,Produto 31965,Grupo 5,"R$ 2,66","R$ 1,56",1
20965354,12/1/2024,LOJA B,1971,Produto 1505,Grupo 2,"R$ 3,00","R$ 1,73",1
20965354,12/1/2024,LOJA B,4885,Produto 1461,Grupo 5,"R$ 1,17","R$ 0,59",1
20965359,12/1/2024,LOJA A,3164,Produto 15,Grupo 4,"R$ 2,33","R$ 2,20",1
20965361,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20965381,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20965402,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20965406,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20965423,12/1/2024,LOJA B,117,Produto 45,Grupo 3,"R$ 2,00","R$ 1,05",1
20965424,12/1/2024,LOJA A,3191,Produto 192,Grupo 4,"R$ 7,33","R$ 6,93",2
20965444,12/1/2024,LOJA A,3399,Produto 608,Grupo 5,"R$ 3,33","R$ 2,19",2
20965463,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 7,33","R$ 4,08",2
20965550,12/1/2024,LOJA B,1952,Produto 887,Grupo 3,"R$ 3,00","R$ 1,63",1
20965590,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 6,66","R$ 4,08",2
20965616,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 9,00","R$ 5,03",2
20965619,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
20965660,12/1/2024,LOJA A,3095,Produto 3,Grupo 3,"R$ 7,99","R$ 4,74",3
20965660,12/1/2024,LOJA A,1906,Produto 44,Grupo 5,"R$ 0,83","R$ 0,40",1
20965660,12/1/2024,LOJA A,1844,Produto 578,Grupo 3,"R$ 3,66","R$ 2,00",1
20965678,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 9,99","R$ 6,12",3
20965681,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20965724,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20965727,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20965757,12/1/2024,LOJA B,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,27",1
20965817,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 7,00","R$ 4,08",2
20965822,12/1/2024,LOJA A,309,Produto 31,Grupo 3,"R$ 7,00","R$ 7,37",4
20965822,12/1/2024,LOJA A,67,Produto 1487,Grupo 6,"R$ 2,66","R$ 1,08",1
20965846,12/1/2024,LOJA B,309,Produto 31,Grupo 3,"R$ 2,00","R$ 1,05",1
20965865,12/1/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,33","R$ 0,28",1
20965865,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 7,99","R$ 4,14",2
20965869,12/1/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20965887,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
20965907,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20965909,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20965931,12/1/2024,LOJA B,301,Produto 430,Grupo 8,"R$ 2,17","R$ 1,19",1
20965935,12/1/2024,LOJA B,451,Produto 34,Grupo 3,"R$ 2,66","R$ 1,42",2
20965996,12/1/2024,LOJA B,9786,Produto 141,Grupo 4,"R$ 5,00","R$ 4,72",1
20966017,12/1/2024,LOJA B,1969,Produto 30,Grupo 1,"R$ 1,33","R$ 0,28",1
20966017,12/1/2024,LOJA B,1954,Produto 1358,Grupo 3,"R$ 3,33","R$ 2,08",1
20966036,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20966037,12/1/2024,LOJA B,1973,Produto 24,Grupo 3,"R$ 3,33","R$ 2,04",1
20966110,12/1/2024,LOJA B,1989,Produto 112,Grupo 4,"R$ 6,67","R$ 6,03",1
20966111,12/1/2024,LOJA B,4578,Produto 637,Grupo 6,"R$ 1,66","R$ 0,69",1
20966130,12/1/2024,LOJA B,131,Produto 781,Grupo 3,"R$ 7,99","R$ 4,49",3
20966134,12/1/2024,LOJA B,98,Produto 53,Grupo 4,"R$ 1,66","R$ 1,31",1
20966169,12/1/2024,LOJA B,1705,Produto 1761,Grupo 5,"R$ 5,00","R$ 2,69",1
20966172,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 7,99","R$ 4,14",2
20966174,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20966191,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20966212,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20966212,12/1/2024,LOJA B,3039,Produto 26,Grupo 5,"R$ 0,83","R$ 0,45",1
20966264,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20966266,12/1/2024,LOJA B,1655,Produto 208,Grupo 10,"R$ 1,17","R$ 0,66",1
20966266,12/1/2024,LOJA B,5000,Produto 402,Grupo 1,"R$ 2,83","R$ 1,60",1
20966266,12/1/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20966285,12/1/2024,LOJA B,1834,Produto 20,Grupo 3,"R$ 3,66","R$ 2,04",1
20966285,12/1/2024,LOJA B,1903,Produto 569,Grupo 5,"R$ 1,17","R$ 0,59",1
20966321,12/1/2024,LOJA B,451,Produto 34,Grupo 3,"R$ 2,66","R$ 1,42",2
20966321,12/1/2024,LOJA B,2037,Produto 1521,Grupo 4,"R$ 2,92","R$ 2,48",1
20966325,12/1/2024,LOJA B,9998,Produto 449,Grupo 10,"R$ 1,33","R$ 0,44",1
20966342,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20966343,12/1/2024,LOJA B,1954,Produto 1358,Grupo 3,"R$ 3,33","R$ 2,08",1
20966360,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 4,00","R$ 2,07",1
20966360,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20966377,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
20966414,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20966436,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20966491,12/1/2024,LOJA B,1644,Produto 3716,Grupo 2,"R$ 3,00","R$ 1,73",1
20966491,12/1/2024,LOJA B,1884,Produto 78,Grupo 5,"R$ 1,83","R$ 1,27",1
20966530,12/1/2024,LOJA B,3268,Produto 16,Grupo 4,"R$ 4,67","R$ 4,33",1
20966534,12/1/2024,LOJA B,9512,Produto 1547,Grupo 1,"R$ 1,67","R$ 1,33",1
20966571,12/1/2024,LOJA B,3171,Produto 37,Grupo 3,"R$ 4,50","R$ 2,51",1
20966597,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20966598,12/1/2024,LOJA B,9596,Produto 3128,Grupo 1,"R$ 1,83","R$ 1,08",1
20966619,12/1/2024,LOJA B,3124,Produto 18,Grupo 3,"R$ 2,17","R$ 1,28",1
20966619,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20966621,12/1/2024,LOJA B,309,Produto 31,Grupo 3,"R$ 2,00","R$ 1,05",1
20966624,12/1/2024,LOJA B,128,Produto 9,Grupo 3,"R$ 11,64","R$ 6,07",4
20966624,12/1/2024,LOJA B,3117,Produto 128,Grupo 4,"R$ 4,83","R$ 4,57",1
20966628,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
20966632,12/1/2024,LOJA B,1876,Produto 889,Grupo 4,"R$ 3,00","R$ 0,95",1
20966652,12/1/2024,LOJA B,2855,Produto 8,Grupo 3,"R$ 3,33","R$ 2,04",1
20966662,12/1/2024,LOJA B,9418,Produto 113,Grupo 13,"R$ 3,00","R$ 0,97",2
20966662,12/1/2024,LOJA B,1951,Produto 1115,Grupo 18,"R$ 6,63","R$ 4,01",1
20966669,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20966672,12/1/2024,LOJA B,301,Produto 430,Grupo 8,"R$ 2,17","R$ 1,19",1
20966672,12/1/2024,LOJA B,9512,Produto 1547,Grupo 1,"R$ 1,67","R$ 1,33",1
20966694,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 8,50","R$ 8,03",2
20966710,12/1/2024,LOJA B,7865,Produto 694,Grupo 3,"R$ 2,66","R$ 1,49",1
20966713,12/1/2024,LOJA B,91,Produto 17,Grupo 3,"R$ 3,50","R$ 2,04",1
20966716,12/1/2024,LOJA B,1954,Produto 1358,Grupo 3,"R$ 3,33","R$ 2,08",1
20966716,12/1/2024,LOJA B,309,Produto 31,Grupo 3,"R$ 2,00","R$ 1,05",1
20966733,12/1/2024,LOJA B,1080,Produto 117,Grupo 5,"R$ 3,66","R$ 2,15",1
20966733,12/1/2024,LOJA B,3193,Produto 6,Grupo 3,"R$ 11,99","R$ 6,20",3
20966733,12/1/2024,LOJA B,6314,Produto 11273,Grupo 5,"R$ 3,33","R$ 2,17",1
20966874,12/1/2024,LOJA B,2046,Produto 408,Grupo 3,"R$ 16,50","R$ 8,68",6
20966901,12/1/2024,LOJA B,1637,Produto 60,Grupo 4,"R$ 8,00","R$ 7,41",3
20966999,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20967008,12/1/2024,LOJA B,7352,Produto 1388,Grupo 3,"R$ 6,00","R$ 3,76",1
20967008,12/1/2024,LOJA B,309,Produto 31,Grupo 3,"R$ 2,00","R$ 1,05",1
20967013,12/1/2024,LOJA B,309,Produto 31,Grupo 3,"R$ 2,00","R$ 1,05",1
20967013,12/1/2024,LOJA B,138,Produto 42,Grupo 3,"R$ 3,33","R$ 1,74",1
20967020,12/1/2024,LOJA A,9420,Produto 222,Grupo 13,"R$ 4,67","R$ 2,41",2
20967020,12/1/2024,LOJA A,3214,Produto 127,Grupo 7,"R$ 3,00","R$ 1,42",1
20967025,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20967031,12/1/2024,LOJA B,9572,Produto 2657,Grupo 4,"R$ 4,25","R$ 4,01",1
20967041,12/1/2024,LOJA B,88,Produto 166,Grupo 6,"R$ 4,83","R$ 3,27",1
